,time_period,region,roadmap_group,roadmap_invoice_qty,roadmap_t1ci_qty,roadmap_t2ci_qty,year,month,ww_roadmap_invoice_qty,ww_roadmap_t1ci_qty,ww_roadmap_t2ci_qty,group,segment
0,2019-05-01,AAP,A1-21.5-KAB,2.0,0.0,0.0,2019,5,204.0,20.5,0.0,AIO,VERITON
1,2019-06-01,AAP,A1-21.5-KAB,0.0,0.0,0.0,2019,6,503.0,93.4,0.0,AIO,VERITON
2,2019-07-01,AAP,A1-21.5-KAB,1008.0,0.0,0.0,2019,7,1291.0,342.5,0.0,AIO,VERITON
3,2019-08-01,AAP,A1-21.5-KAB,2016.0,0.0,0.0,2019,8,3629.0,192.2,0.0,AIO,VERITON
4,2019-09-01,AAP,A1-21.5-KAB,2016.0,1000.0,0.0,2019,9,2686.0,1366.25,0.0,AIO,VERITON
5,2019-10-01,AAP,A1-21.5-KAB,0.0,939.0,0.0,2019,10,292.0,1231.0,0.0,AIO,VERITON
6,2019-11-01,AAP,A1-21.5-KAB,0.0,912.0,0.0,2019,11,239.0,1241.6,0.0,AIO,VERITON
7,2019-12-01,AAP,A1-21.5-KAB,4173.0,0.0,0.0,2019,12,4642.0,244.8,0.0,AIO,VERITON
8,2020-01-01,AAP,A1-21.5-KAB,0.0,0.0,0.0,2020,1,308.0,246.5,0.0,AIO,VERITON
9,2020-02-01,AAP,A1-21.5-KAB,0.0,33.333333333333336,0.0,2020,2,0.0,320.3333333333333,0.0,AIO,VERITON
10,2020-03-01,AAP,A1-21.5-KAB,0.0,290.6666666666667,132.5,2020,3,261.0,577.6666666666667,132.5,AIO,VERITON
11,2020-04-01,AAP,A1-21.5-KAB,0.0,2305.5,1854.25,2020,4,312.0,2592.5,1854.25,AIO,VERITON
12,2020-05-01,AAP,A1-21.5-KAB,0.0,2139.0,1792.2,2020,5,282.0,2360.6,1792.2,AIO,VERITON
13,2020-06-01,AAP,A1-21.5-KAB,0.0,2139.0,1995.0,2020,6,403.0,2309.25,1995.0,AIO,VERITON
14,2020-07-01,AAP,A1-21.5-KAB,0.0,1425.1666666666667,591.5,2020,7,2001.0,1744.4166666666667,591.5,AIO,VERITON
15,2020-08-01,AAP,A1-21.5-KAB,0.0,1068.5,367.7,2020,8,1063.0,1552.9,367.7,AIO,VERITON
16,2020-09-01,AAP,A1-21.5-KAB,0.0,1068.5,365.0,2020,9,373.0,1336.25,365.0,AIO,VERITON
17,2020-10-01,AAP,A1-21.5-KAB,0.0,1068.5,298.0,2020,10,178.0,1310.25,298.0,AIO,VERITON
18,2020-11-01,AAP,A1-21.5-KAB,0.0,1709.6,12.6,2020,11,783.0,2044.35,12.6,AIO,VERITON
19,2020-12-01,AAP,A1-21.5-KAB,0.0,2138.5,0.0,2020,12,196.0,2179.75,0.0,AIO,VERITON
20,2021-01-01,AAP,A1-21.5-KAB,0.0,2137.0,0.0,2021,1,11.0,2155.8,0.0,AIO,VERITON
21,2021-02-01,AAP,A1-21.5-KAB,0.0,2132.25,0.0,2021,2,20.0,2155.5833333333335,0.0,AIO,VERITON
22,2021-03-01,AAP,A1-21.5-KAB,0.0,2100.0,0.0,2021,3,54.0,2101.6666666666665,0.0,AIO,VERITON
23,2021-04-01,AAP,A1-21.5-KAB,0.0,2096.25,0.0,2021,4,30.0,2096.25,0.0,AIO,VERITON
24,2021-05-01,AAP,A1-21.5-KAB,0.0,1217.111111111111,0.0,2021,5,0.0,1217.111111111111,0.0,AIO,VERITON
25,2021-06-01,AAP,A1-21.5-KAB,0.0,1233.142857142857,0.0,2021,6,0.0,1233.142857142857,0.0,AIO,VERITON
26,2021-07-01,AAP,A1-21.5-KAB,0.0,1320.625,0.0,2021,7,0.0,1320.625,0.0,AIO,VERITON
27,2021-08-01,AAP,A1-21.5-KAB,0.0,2075.0,0.0,2021,8,108.0,2075.0,0.0,AIO,VERITON
28,2021-09-01,AAP,A1-21.5-KAB,0.0,2075.0,0.0,2021,9,120.0,2075.0,0.0,AIO,VERITON
29,2021-10-01,AAP,A1-21.5-KAB,0.0,2075.0,0.0,2021,10,0.0,2075.0,0.0,AIO,VERITON
30,2018-08-01,AAP,C Series-19.5,2532.0,0.0,0.0,2018,8,3652.0,73.0,208.0,AIO,C Series
31,2018-09-01,AAP,C Series-19.5,1272.0,278.6666666666667,40.666666666666664,2018,9,3177.0,417.0537634408602,224.18279569892474,AIO,C Series
32,2018-10-01,AAP,C Series-19.5,680.0,428.7142857142857,79.92857142857143,2018,10,1464.0,483.4642857142857,230.03968253968253,AIO,C Series
33,2018-11-01,AAP,C Series-19.5,478.0,247.68333333333334,175.68333333333334,2018,11,1766.0,295.19615384615383,429.24743589743593,AIO,C Series
34,2018-12-01,AAP,C Series-19.5,1897.0,388.3125,377.3125,2018,12,4193.0,431.041313559322,605.1430084745763,AIO,C Series
35,2019-01-01,AAP,C Series-19.5,2546.0,376.9909090909091,563.3181818181818,2019,1,3512.0,453.348051948052,729.3360389610389,AIO,C Series
36,2019-02-01,AAP,C Series-19.5,5775.0,371.2333333333333,401.5666666666667,2019,2,5999.0,520.3047619047619,611.1559523809524,AIO,C Series
37,2019-03-01,AAP,C Series-19.5,1105.0,241.16666666666669,530.0333333333333,2019,3,2449.0,362.68666666666667,691.98,AIO,C Series
38,2019-04-01,AAP,C Series-19.5,1953.0,270.7916666666667,822.0,2019,4,2457.0,379.021174863388,960.4262295081967,AIO,C Series
39,2019-05-01,AAP,C Series-19.5,1106.0,148.41666666666666,730.6458333333333,2019,5,1778.0,302.91666666666663,853.5565476190476,AIO,C Series
40,2019-06-01,AAP,C Series-19.5,1546.0,54.25714285714285,661.6714285714286,2019,6,2106.0,181.74285714285713,812.0,AIO,C Series
41,2019-07-01,AAP,C Series-19.5,3096.0,26.35,611.4666666666667,2019,7,3376.0,123.84152542372883,770.5005649717514,AIO,C Series
42,2019-08-01,AAP,C Series-19.5,2512.0,35.1,485.0,2019,8,2512.0,108.65696202531646,620.9620253164558,AIO,C Series
43,2019-09-01,AAP,C Series-19.5,2036.0,103.08695652173913,486.6521739130435,2019,9,2988.0,166.68695652173912,593.8675585284282,AIO,C Series
44,2019-10-01,AAP,C Series-19.5,2700.0,388.7083333333333,479.125,2019,10,2886.0,435.0719696969697,582.1613636363636,AIO,C Series
45,2019-11-01,AAP,C Series-19.5,2010.0,440.37931034482756,444.11724137931037,2019,11,2010.0,486.96392572944296,539.5633952254642,AIO,C Series
46,2019-12-01,AAP,C Series-19.5,1008.0,433.625,453.125,2019,12,1064.0,462.7138888888889,562.925,AIO,C Series
47,2020-01-01,AAP,C Series-19.5,1218.0,633.4,945.3833333333333,2020,1,1218.0,646.6727272727272,1028.8833333333332,AIO,C Series
48,2020-02-01,AAP,C Series-19.5,794.0,853.2631578947369,985.0827067669172,2020,2,794.0,863.4267942583732,1061.5554340396445,AIO,C Series
49,2020-03-01,AAP,C Series-19.5,1008.0,739.4,466.54615384615386,2020,3,1176.0,746.05,535.5711538461538,AIO,C Series
50,2020-04-01,AAP,C Series-19.5,0.0,613.6875,347.3125,2020,4,75.0,618.0375,402.9875,AIO,C Series
51,2020-05-01,AAP,C Series-19.5,1108.0,484.2307692307692,325.7032967032967,2020,5,1780.0,502.33598662207356,375.1806880076445,AIO,C Series
52,2020-06-01,AAP,C Series-19.5,0.0,285.5,573.0208333333334,2020,6,448.0,300.88,609.6708333333333,AIO,C Series
53,2020-07-01,AAP,C Series-19.5,0.0,34.95238095238095,449.3619047619047,2020,7,448.0,49.535714285714285,508.5035714285714,AIO,C Series
54,2020-08-01,AAP,C Series-19.5,600.0,5.68,416.93333333333334,2020,8,880.0,18.142222222222223,494.11555555555555,AIO,C Series
55,2020-09-01,AAP,C Series-19.5,0.0,10.047619047619047,281.2987012987013,2020,9,784.0,32.60025062656642,335.5156287524709,AIO,C Series
56,2020-10-01,AAP,C Series-19.5,1200.0,53.24242424242424,391.26060606060605,2020,10,1312.0,82.06464646464647,428.0839122936684,AIO,C Series
57,2020-11-01,AAP,C Series-19.5,300.0,195.91666666666666,204.2348484848485,2020,11,300.0,231.04166666666666,279.69696969696975,AIO,C Series
58,2020-12-01,AAP,C Series-19.5,3414.0,48.30769230769231,196.30769230769232,2020,12,3414.0,78.5889423076923,225.07227564102567,AIO,C Series
59,2021-01-01,AAP,C Series-19.5,0.0,89.92307692307692,237.25,2021,1,0.0,126.67307692307692,256.5504807692308,AIO,C Series
60,2021-02-01,AAP,C Series-19.5,0.0,84.28571428571429,257.66666666666663,2021,2,0.0,112.70238095238096,272.88461538461536,AIO,C Series
61,2021-03-01,AAP,C Series-19.5,0.0,9.8125,287.9732142857143,2021,3,0.0,25.5625,299.31117724867727,AIO,C Series
62,2021-04-01,AAP,C Series-19.5,0.0,9.266666666666667,247.56666666666666,2021,4,0.0,24.225,258.85833333333335,AIO,C Series
63,2021-05-01,AAP,C Series-19.5,0.0,8.0,261.3,2021,5,0.0,18.766666666666666,271.33333333333337,AIO,C Series
64,2021-06-01,AAP,C Series-19.5,0.0,8.923076923076923,289.66346153846155,2021,6,0.0,10.381410256410257,299.1046380090498,AIO,C Series
65,2021-07-01,AAP,C Series-19.5,0.0,9.666666666666666,296.3,2021,7,0.0,9.666666666666666,306.0772727272727,AIO,C Series
66,2021-08-01,AAP,C Series-19.5,0.0,9.666666666666666,292.58333333333337,2021,8,0.0,9.666666666666666,300.95833333333337,AIO,C Series
67,2021-09-01,AAP,C Series-19.5,0.0,10.545454545454545,308.72727272727275,2021,9,0.0,10.545454545454545,315.78977272727275,AIO,C Series
68,2021-10-01,AAP,C Series-19.5,0.0,12.88888888888889,314.5777777777778,2021,10,0.0,12.88888888888889,320.4269005847953,AIO,C Series
69,2018-03-01,AAP,C Series-21.5,50.0,0.0,0.0,2018,3,50.0,0.0,0.0,AIO,C Series
70,2018-04-01,AAP,C Series-21.5,2850.0,0.0,0.0,2018,4,2893.0,0.0,0.0,AIO,C Series
71,2018-05-01,AAP,C Series-21.5,1485.0,152.33333333333334,98.66666666666667,2018,5,1485.0,184.58333333333334,98.66666666666667,AIO,C Series
72,2018-06-01,AAP,C Series-21.5,1180.0,357.8,221.26666666666668,2018,6,1180.0,392.2,221.86666666666667,AIO,C Series
73,2018-07-01,AAP,C Series-21.5,1330.0,584.4166666666666,396.25,2018,7,1330.0,618.6666666666666,401.75,AIO,C Series
74,2018-08-01,AAP,C Series-21.5,2520.0,486.25,462.0833333333333,2018,8,4595.0,490.0,479.5833333333333,AIO,C Series
75,2018-09-01,AAP,C Series-21.5,0.0,489.06666666666666,449.46666666666664,2018,9,4130.0,582.4,453.06666666666666,AIO,C Series
76,2018-10-01,AAP,C Series-21.5,570.0,599.4166666666666,495.25,2018,10,1506.0,809.1979166666666,645.25,AIO,C Series
77,2018-11-01,AAP,C Series-21.5,70.0,555.25,551.25,2018,11,630.0,823.4772727272727,699.5227272727273,AIO,C Series
78,2018-12-01,AAP,C Series-21.5,200.0,542.3125,673.8125,2018,12,1676.0,816.9196428571429,1042.638830532213,AIO,C Series
79,2019-01-01,AAP,C Series-21.5,490.0,456.25,563.5,2019,1,840.0,727.3985507246377,953.0579710144928,AIO,C Series
80,2019-02-01,AAP,C Series-21.5,401.0,278.3333333333333,495.5,2019,2,766.0,501.7352941176471,950.1960784313726,AIO,C Series
81,2019-03-01,AAP,C Series-21.5,965.0,157.26666666666668,519.6666666666666,2019,3,3555.0,274.0493506493507,869.3238095238095,AIO,C Series
82,2019-04-01,AAP,C Series-21.5,708.0,147.0,556.5833333333334,2019,4,1117.0,238.78623188405797,814.0036231884059,AIO,C Series
83,2019-05-01,AAP,C Series-21.5,106.0,390.4166666666667,465.8333333333333,2019,5,3723.0,488.51679841897237,739.4670619235836,AIO,C Series
84,2019-06-01,AAP,C Series-21.5,1151.0,262.98333333333335,358.15,2019,6,2649.0,425.8979166666667,583.5291666666667,AIO,C Series
85,2019-07-01,AAP,C Series-21.5,2090.0,255.94642857142856,231.83928571428572,2019,7,2440.0,418.80892857142857,395.0642857142857,AIO,C Series
86,2019-08-01,AAP,C Series-21.5,140.0,452.31372549019613,264.4150326797386,2019,8,3220.0,560.2137254901961,516.5050326797386,AIO,C Series
87,2019-09-01,AAP,C Series-21.5,95.0,547.534188034188,291.02136752136755,2019,9,2965.0,726.9157669815564,560.0871569950518,AIO,C Series
88,2019-10-01,AAP,C Series-21.5,795.0,509.9875,237.325,2019,10,1539.0,702.5341666666667,506.6983333333333,AIO,C Series
89,2019-11-01,AAP,C Series-21.5,340.0,476.665991902834,215.66599190283404,2019,11,1082.0,568.1877310332687,621.1681658158775,AIO,C Series
90,2019-12-01,AAP,C Series-21.5,260.0,270.67676767676767,205.75252525252526,2019,12,1170.0,355.4132541632541,630.2863090363091,AIO,C Series
91,2020-01-01,AAP,C Series-21.5,1028.0,307.2791666666667,183.2125,2020,1,2358.0,395.8625,613.1152777777777,AIO,C Series
92,2020-02-01,AAP,C Series-21.5,2051.0,305.02153110047846,133.5464114832536,2020,2,2373.0,375.0405787195261,540.0702210070631,AIO,C Series
93,2020-03-01,AAP,C Series-21.5,355.0,159.00757575757575,170.34772727272727,2020,3,5073.0,219.91547049441786,430.45035885167465,AIO,C Series
94,2020-04-01,AAP,C Series-21.5,590.0,199.02083333333334,136.95833333333334,2020,4,1012.0,286.79889455782313,329.61139455782313,AIO,C Series
95,2020-05-01,AAP,C Series-21.5,350.0,299.48333333333335,202.8343137254902,2020,5,882.0,374.57261904761907,350.71401297361047,AIO,C Series
96,2020-06-01,AAP,C Series-21.5,510.0,275.4791666666667,230.28977272727272,2020,6,5998.0,459.10548245614035,358.80731658692184,AIO,C Series
97,2020-07-01,AAP,C Series-21.5,570.0,257.3018410852713,235.62693798449612,2020,7,990.0,725.6717597844583,348.1635233503498,AIO,C Series
98,2020-08-01,AAP,C Series-21.5,1113.0,278.51666666666665,266.26,2020,8,3213.0,702.6051459293394,385.9116129032258,AIO,C Series
99,2020-09-01,AAP,C Series-21.5,879.0,382.15,357.4,2020,9,5177.0,823.5106557377048,489.26885245901633,AIO,C Series
100,2020-10-01,AAP,C Series-21.5,541.0,280.8,354.6166666666667,2020,10,1241.0,578.4903225806452,498.9715053763441,AIO,C Series
101,2020-11-01,AAP,C Series-21.5,30.0,253.1597222222222,336.8333333333333,2020,11,4468.0,537.5503472222222,467.4036458333333,AIO,C Series
102,2020-12-01,AAP,C Series-21.5,1010.0,126.01923076923077,395.8269230769231,2020,12,5272.0,355.4176120641948,508.1848367459878,AIO,C Series
103,2021-01-01,AAP,C Series-21.5,795.0,118.33157894736843,389.05350877192984,2021,1,2475.0,398.291349062311,531.2868421052632,AIO,C Series
104,2021-02-01,AAP,C Series-21.5,830.0,85.51041666666667,424.40625,2021,2,1970.0,305.489924863388,637.545594262295,AIO,C Series
105,2021-03-01,AAP,C Series-21.5,350.0,112.58333333333333,424.1641666666667,2021,3,3220.0,249.15886026541764,659.1782181889149,AIO,C Series
106,2021-04-01,AAP,C Series-21.5,0.0,108.74583333333334,343.0416666666667,2021,4,1400.0,195.63607723577235,582.994918699187,AIO,C Series
107,2021-05-01,AAP,C Series-21.5,20.0,62.71818181818182,392.8590909090909,2021,5,1070.0,108.50389610389611,582.0233766233766,AIO,C Series
108,2021-06-01,AAP,C Series-21.5,0.0,4.684523809523809,293.2083333333333,2021,6,1890.0,32.33706618240517,426.61087570621464,AIO,C Series
109,2021-07-01,AAP,C Series-21.5,0.0,0.9362745098039216,194.0480392156863,2021,7,210.0,37.33051911412047,297.21350684158557,AIO,C Series
110,2021-08-01,AAP,C Series-21.5,0.0,3.138888888888889,175.84027777777777,2021,8,280.0,23.84424603174603,260.62599206349205,AIO,C Series
111,2021-09-01,AAP,C Series-21.5,150.0,3.6,167.85277777777776,2021,9,850.0,19.455855855855855,246.36629129129128,AIO,C Series
112,2021-10-01,AAP,C Series-21.5,0.0,1.2878787878787878,148.5909090909091,2021,10,700.0,20.599805393383374,197.95788156797332,AIO,C Series
113,2018-05-01,AAP,C Series-21.5-AMD,300.0,0.0,0.0,2018,5,460.0,0.0,0.0,AIO,C Series
114,2018-06-01,AAP,C Series-21.5-AMD,280.0,64.0,7.666666666666667,2018,6,480.0,64.0,7.666666666666667,AIO,C Series
115,2018-07-01,AAP,C Series-21.5-AMD,0.0,108.66666666666667,38.666666666666664,2018,7,40.0,132.54166666666669,41.416666666666664,AIO,C Series
116,2018-08-01,AAP,C Series-21.5-AMD,600.0,54.666666666666664,94.83333333333333,2018,8,680.0,104.54166666666666,105.95833333333333,AIO,C Series
117,2018-09-01,AAP,C Series-21.5-AMD,200.0,91.46666666666667,23.8,2018,9,1000.0,143.26666666666665,49.1,AIO,C Series
118,2018-10-01,AAP,C Series-21.5-AMD,0.0,237.75,12.916666666666666,2018,10,40.0,269.8125,43.416666666666664,AIO,C Series
119,2018-11-01,AAP,C Series-21.5-AMD,400.0,233.5,7.333333333333333,2018,11,520.0,281.02,24.21333333333333,AIO,C Series
120,2018-12-01,AAP,C Series-21.5-AMD,280.0,292.6666666666667,64.2,2018,12,1180.0,338.82222222222225,116.73333333333333,AIO,C Series
121,2019-01-01,AAP,C Series-21.5-AMD,700.0,223.41666666666666,105.33333333333333,2019,1,980.0,237.88888888888889,185.44444444444446,AIO,C Series
122,2019-02-01,AAP,C Series-21.5-AMD,1220.0,241.63636363636363,89.72727272727273,2019,2,1240.0,261.1498771498771,169.78132678132678,AIO,C Series
123,2019-03-01,AAP,C Series-21.5-AMD,400.0,376.0,263.5,2019,3,490.0,412.1777777777778,349.5444444444445,AIO,C Series
124,2019-04-01,AAP,C Series-21.5-AMD,1200.0,401.25,432.375,2019,4,1520.0,424.6388888888889,500.40277777777777,AIO,C Series
125,2019-05-01,AAP,C Series-21.5-AMD,715.0,355.875,367.875,2019,5,955.0,376.8223684210526,432.24342105263156,AIO,C Series
126,2019-06-01,AAP,C Series-21.5-AMD,300.0,388.6,319.6,2019,6,1420.0,413.43636363636364,370.0727272727273,AIO,C Series
127,2019-07-01,AAP,C Series-21.5-AMD,190.0,314.1666666666667,258.9166666666667,2019,7,390.0,337.03030303030306,317.3030303030303,AIO,C Series
128,2019-08-01,AAP,C Series-21.5-AMD,900.0,186.83333333333334,338.4166666666667,2019,8,1100.0,209.4748427672956,409.11477987421387,AIO,C Series
129,2019-09-01,AAP,C Series-21.5-AMD,200.0,183.22222222222223,400.8888888888889,2019,9,400.0,264.1540404040404,476.8888888888889,AIO,C Series
130,2019-10-01,AAP,C Series-21.5-AMD,800.0,329.09090909090907,282.1818181818182,2019,10,800.0,372.4090909090909,355.25,AIO,C Series
131,2019-11-01,AAP,C Series-21.5-AMD,300.0,273.3333333333333,199.33333333333334,2019,11,420.0,315.6424242424242,258.8242424242424,AIO,C Series
132,2019-12-01,AAP,C Series-21.5-AMD,1100.0,253.66666666666666,249.58333333333334,2019,12,1580.0,288.8712121212121,295.06060606060606,AIO,C Series
133,2020-01-01,AAP,C Series-21.5-AMD,200.0,191.0,316.2,2020,1,240.0,222.0909090909091,364.5863636363636,AIO,C Series
134,2020-02-01,AAP,C Series-21.5-AMD,900.0,244.8,445.4,2020,2,900.0,287.7818181818182,495.4909090909091,AIO,C Series
135,2020-03-01,AAP,C Series-21.5-AMD,500.0,40.5,336.375,2020,3,1380.0,73.11363636363637,383.4659090909091,AIO,C Series
136,2020-04-01,AAP,C Series-21.5-AMD,200.0,1.375,225.375,2020,4,200.0,11.475,273.525,AIO,C Series
137,2020-05-01,AAP,C Series-21.5-AMD,50.0,266.2,300.8,2020,5,490.0,279.28,340.32,AIO,C Series
138,2020-06-01,AAP,C Series-21.5-AMD,0.0,322.25,363.0,2020,6,440.0,336.4342105263158,396.8157894736842,AIO,C Series
139,2020-07-01,AAP,C Series-21.5-AMD,1050.0,85.33333333333333,357.6666666666667,2020,7,1090.0,162.25,378.94444444444446,AIO,C Series
140,2020-08-01,AAP,C Series-21.5-AMD,0.0,123.0,296.75,2020,8,240.0,216.72340425531917,323.15425531914894,AIO,C Series
141,2020-09-01,AAP,C Series-21.5-AMD,1300.0,182.625,417.0,2020,9,1500.0,278.06617647058823,443.79411764705884,AIO,C Series
142,2020-10-01,AAP,C Series-21.5-AMD,0.0,3.1333333333333333,302.1333333333333,2020,10,440.0,78.66274509803922,367.57450980392156,AIO,C Series
143,2020-11-01,AAP,C Series-21.5-AMD,1900.0,75.66666666666667,322.0,2020,11,2740.0,114.59770114942529,381.3448275862069,AIO,C Series
144,2020-12-01,AAP,C Series-21.5-AMD,800.0,43.625,447.3611111111111,2020,12,1320.0,73.75,521.4444444444445,AIO,C Series
145,2021-01-01,AAP,C Series-21.5-AMD,0.0,279.7,727.1,2021,1,40.0,303.93333333333334,791.6666666666667,AIO,C Series
146,2021-02-01,AAP,C Series-21.5-AMD,0.0,267.625,1037.875,2021,2,800.0,307.275,1088.8333333333333,AIO,C Series
147,2021-03-01,AAP,C Series-21.5-AMD,0.0,191.125,805.5555555555555,2021,3,1240.0,236.9,857.6222222222223,AIO,C Series
148,2021-04-01,AAP,C Series-21.5-AMD,0.0,128.0,598.75,2021,4,0.0,165.3178947368421,643.1952631578947,AIO,C Series
149,2021-05-01,AAP,C Series-21.5-AMD,0.0,19.4,486.5,2021,5,0.0,67.79856630824372,528.0111111111111,AIO,C Series
150,2021-06-01,AAP,C Series-21.5-AMD,0.0,0.25,289.80555555555554,2021,6,480.0,34.81372549019608,331.16339869281046,AIO,C Series
151,2021-07-01,AAP,C Series-21.5-AMD,0.0,0.0,204.375,2021,7,0.0,28.728571428571428,243.09732142857143,AIO,C Series
152,2021-08-01,AAP,C Series-21.5-AMD,0.0,0.0,186.875,2021,8,0.0,26.9692118226601,224.2764778325123,AIO,C Series
153,2021-09-01,AAP,C Series-21.5-AMD,0.0,0.0,161.875,2021,9,0.0,57.80676328502416,220.4675925925926,AIO,C Series
154,2021-10-01,AAP,C Series-21.5-AMD,0.0,0.0,143.66666666666666,2021,10,0.0,110.10983981693364,304.5225019069413,AIO,C Series
155,2017-06-01,AAP,C Series-21.5-Mainstream,59.0,0.0,0.0,2017,6,59.0,0.0,0.0,AIO,C Series
156,2017-07-01,AAP,C Series-21.5-Mainstream,670.0,0.0,0.0,2017,7,1350.0,0.0,0.0,AIO,C Series
157,2017-08-01,AAP,C Series-21.5-Mainstream,405.0,56.6,152.8,2017,8,4685.0,56.6,152.8,AIO,C Series
158,2017-09-01,AAP,C Series-21.5-Mainstream,700.0,53.86363636363637,85.0,2017,9,4953.0,86.42207792207793,85.0,AIO,C Series
159,2017-10-01,AAP,C Series-21.5-Mainstream,1540.0,41.65,110.5,2017,10,2940.0,80.80802469135803,118.03086419753086,AIO,C Series
160,2017-11-01,AAP,C Series-21.5-Mainstream,480.0,35.45454545454545,102.45454545454545,2017,11,2560.0,145.93668831168833,164.63311688311688,AIO,C Series
161,2017-12-01,AAP,C Series-21.5-Mainstream,1540.0,43.54545454545455,133.63636363636363,2017,12,5740.0,135.36212121212122,251.2919191919192,AIO,C Series
162,2018-01-01,AAP,C Series-21.5-Mainstream,1260.0,72.21621621621621,106.51351351351352,2018,1,4910.0,196.08249528598367,220.0600251414205,AIO,C Series
163,2018-02-01,AAP,C Series-21.5-Mainstream,2250.0,108.0,95.70454545454545,2018,2,5410.0,287.05897435897435,201.16480186480186,AIO,C Series
164,2018-03-01,AAP,C Series-21.5-Mainstream,1092.0,155.83636363636364,121.98181818181818,2018,3,6877.0,349.59586776859504,243.47438016528926,AIO,C Series
165,2018-04-01,AAP,C Series-21.5-Mainstream,1880.0,208.29545454545453,115.6590909090909,2018,4,4440.0,374.1860795454545,263.55492424242425,AIO,C Series
166,2018-05-01,AAP,C Series-21.5-Mainstream,286.0,161.0909090909091,125.79545454545455,2018,5,2846.0,457.5209090909091,287.2804545454546,AIO,C Series
167,2018-06-01,AAP,C Series-21.5-Mainstream,90.0,158.85714285714286,107.05952380952381,2018,6,4026.0,704.4378378378378,278.78925353925354,AIO,C Series
168,2018-07-01,AAP,C Series-21.5-Mainstream,645.0,146.40425531914894,95.26063829787235,2018,7,2567.0,890.2467948717949,235.07262684124385,AIO,C Series
169,2018-08-01,AAP,C Series-21.5-Mainstream,80.0,157.52272727272725,107.69155844155844,2018,8,3278.0,1099.7142487593708,242.78740629289408,AIO,C Series
170,2018-09-01,AAP,C Series-21.5-Mainstream,1440.0,159.96969696969697,117.62424242424242,2018,9,5483.0,1431.5448335817189,254.5041604570293,AIO,C Series
171,2018-10-01,AAP,C Series-21.5-Mainstream,40.0,191.89393939393938,107.71212121212122,2018,10,1523.0,1654.6424731182797,268.3030303030303,AIO,C Series
172,2018-11-01,AAP,C Series-21.5-Mainstream,290.0,150.49166666666667,141.83333333333331,2018,11,2430.0,1765.307480620155,306.86976744186046,AIO,C Series
173,2018-12-01,AAP,C Series-21.5-Mainstream,1350.0,121.72122762148338,101.05285592497869,2018,12,3451.0,1420.8209930193157,273.904382491196,AIO,C Series
174,2019-01-01,AAP,C Series-21.5-Mainstream,1590.0,192.9283625730994,85.5906432748538,2019,1,2310.0,1347.881609326346,223.05254803675854,AIO,C Series
175,2019-02-01,AAP,C Series-21.5-Mainstream,1540.0,198.76412776412775,109.16216216216216,2019,2,2920.0,1231.1910299380406,229.37402810419115,AIO,C Series
176,2019-03-01,AAP,C Series-21.5-Mainstream,520.0,181.66794871794872,118.23333333333333,2019,3,2830.0,1187.4605822354442,269.2802486187845,AIO,C Series
177,2019-04-01,AAP,C Series-21.5-Mainstream,1170.0,225.70833333333334,115.8,2019,4,1330.0,1394.6218463513019,253.93599193252658,AIO,C Series
178,2019-05-01,AAP,C Series-21.5-Mainstream,708.0,147.475,177.26666666666665,2019,5,1928.0,1185.8895415907712,295.9744687310261,AIO,C Series
179,2019-06-01,AAP,C Series-21.5-Mainstream,573.0,97.13617021276596,165.6822695035461,2019,6,3373.0,933.1753858990404,284.5694263662912,AIO,C Series
180,2019-07-01,AAP,C Series-21.5-Mainstream,730.0,67.96296296296296,127.64351851851852,2019,7,2132.0,790.6323590539691,244.33801386131893,AIO,C Series
181,2019-08-01,AAP,C Series-21.5-Mainstream,1130.0,111.27272727272727,137.53030303030303,2019,8,1650.0,715.4803651484202,268.9046537743941,AIO,C Series
182,2019-09-01,AAP,C Series-21.5-Mainstream,1378.0,104.15151515151516,138.31636363636363,2019,9,5978.0,570.6585836038962,282.20728625541125,AIO,C Series
183,2019-10-01,AAP,C Series-21.5-Mainstream,1030.0,142.92105263157896,149.64424951267057,2019,10,1990.0,457.13562179257667,296.04447627004015,AIO,C Series
184,2019-11-01,AAP,C Series-21.5-Mainstream,1131.0,227.63368983957218,163.73235294117646,2019,11,3891.0,517.51771761735,305.9307325708061,AIO,C Series
185,2019-12-01,AAP,C Series-21.5-Mainstream,1960.0,142.75350140056022,155.71288515406164,2019,12,3040.0,431.9704885800474,280.29728686346334,AIO,C Series
186,2020-01-01,AAP,C Series-21.5-Mainstream,910.0,162.61904761904762,167.125,2020,1,1470.0,534.1749983065772,380.6946064485538,AIO,C Series
187,2020-02-01,AAP,C Series-21.5-Mainstream,1825.0,377.3383458646617,188.1641604010025,2020,2,3035.0,693.6715660758231,431.2872876006003,AIO,C Series
188,2020-03-01,AAP,C Series-21.5-Mainstream,670.0,187.54957983193276,176.97100840336134,2020,3,4030.0,435.1378044696139,365.88110804104247,AIO,C Series
189,2020-04-01,AAP,C Series-21.5-Mainstream,1020.0,121.72321428571428,122.20744047619047,2020,4,1917.0,305.40984043420485,297.40030128769536,AIO,C Series
190,2020-05-01,AAP,C Series-21.5-Mainstream,3240.0,121.80149467649467,145.43222768222768,2020,5,5399.0,330.47557117208146,316.0377087762671,AIO,C Series
